CdTbl,CdVal,CdDesc
IMPRV,YOL,OFFICE & LIVING QUARTERS
IMPRV,YOR,OFFICE & RESIDENTIAL
IMPRV,YOS,OFFICE/SHOP
IMPRV,YQ1,RESIDENTIAL & STORAGE
IMPRV,YQB,RESIDENTIAL & BARN
IMPRV,YQO,RESIDENTIAL & OFFICE
IMPRV,YQR,APARTMENTS & RESIDENTIAL
IMPRV,YQS,RESIDENTIAL & SHOP
IMPRV,YRA,RETAIL & APARTMENT
IMPRV,YRO,RETAIL & OFFICE
IMPRV,YRP,RETAIL & PLANT
IMPRV,YRW,RETAIL & WAREHOUSE
IMPRV,YSA,APARTMENT/STORE
IMPRV,YSO,STORE & OFFICE
IMPRV,YSR,STORE & RESIDENTIAL
IMPRV,YSW,WAREHOUSE STORE
IMPRV,YTA,TAVERN & APARTMENTS
IMPRV,YTW,TAVERN & WAREHOUSE
IMPRV,YWA,WAREHOUSE & APARTMENT
IMPRV,YWR,WAREHOUSE & RESIDENTIAL
LOCIN,1,TYPE UNKNOWN
LOCIN,999,TYPE UNKNOWN
LOCIN,I01,TYPE UNKNOWN
LOCIN,IAC,ALLEY/CORNER
LOCIN,IAG,AGRICULTURAL
LOCIN,IAI,AIRPORT
LOCIN,IAL,ALLEY
LOCIN,IAV,AVERAGE
LOCIN,IBA,BAY ACCESS
LOCIN,IBB,BEHIND BAY FRONT
LOCIN,IBC,BEACH
LOCIN,IBF,BAY FRONT
LOCIN,IBG,BEHIND GULF FRONT
LOCIN,IBI,BAY FRONT ISLAND
LOCIN,IBL,BACK LOT
LOCIN,IBM,BAY FRONT MAIN-LAND
LOCIN,IBR,BEACH ROAD
LOCIN,IBS,BUSINESS
LOCIN,IBU,BAYOU
LOCIN,IBY,BAY
LOCIN,ICA,CANAL
LOCIN,ICB,CANAL/WATERFRONT
LOCIN,ICC,CREEK
LOCIN,ICD,CANAL DRAINAGE
LOCIN,ICE,CORNER/EXTRA FRONT
LOCIN,ICF,CANAL FRONT
LOCIN,ICI,CANAL FRONT ISLAND
LOCIN,ICK,CREEK/RIVER
LOCIN,ICL,CORNER/LANDLOCK
LOCIN,ICM,CANAL MAIN-LAND
LOCIN,ICN,CORNER/WOODLOT/WATERFRONT
LOCIN,ICO,CORNER/WOODLOT
LOCIN,ICR,CORNER
LOCIN,ICS,CORNER/RESTRICTIONS
LOCIN,ICT,CORNER/WATERFRONT
LOCIN,ICU,CUL-DE-SAC
LOCIN,ICW,CORNER/LANDLOCK/WOODLOT
LOCIN,ICY,CITY
LOCIN,IDD,DEAD END
LOCIN,IDE,DRAINAGE EASEMENT
LOCIN,IDO,DOWNTOWN
LOCIN,IDR,DRAINAGE
LOCIN,IDS,DESIRABLE
LOCIN,IDU,DUPLEX LOTS
LOCIN,IEF,EXTRA FRONT
LOCIN,IEL,EXPENSIVE LAND
LOCIN,IER,EXTRA FRONT/RESTRICTIONS
LOCIN,IES,EASEMENT
LOCIN,IFD,FLOOD LINE
LOCIN,IFL,FOUR PLEX LOT
LOCIN,IFP,FLOOD PLAIN
LOCIN,IGC,GOLF COURSE
LOCIN,IGG,GREENBELT/GOLF COURSE
LOCIN,IGL,GOLF/LAKE
LOCIN,IGO,GOOD
LOCIN,IGR,GREENBELT
LOCIN,IGU,GULF
LOCIN,IGW,GOLF/WATER
LOCIN,IHI,HIGHWAY
LOCIN,IIC,INSIDE CITY
LOCIN,IIF,ISLAND GULF FRONT
LOCIN,IIN,INDUSTRIAL
LOCIN,IIO,IN-OUT CITY
LOCIN,IIS,ISLAND
LOCIN,IIT,INLAND WATERWAY
LOCIN,IIW,ISLAND NO WATERFRONT
LOCIN,ILA,LAGOON
LOCIN,ILD,LANDLOCKED/WOODLOT/WATERFRONT
LOCIN,ILF,LAKE FRONT
LOCIN,ILK,LAKE
LOCIN,ILL,LANDLOCKED
LOCIN,ILP,LAKE/POND
LOCIN,ILT,LANDLOCKED/WOODLOT
LOCIN,ILW,LANDLOCKED/WATERFRONT
LOCIN,IMH,MOBILE HOME
LOCIN,IML,MAIN LAND
LOCIN,IMO,MOUNTAIN
LOCIN,INB,NON BUILDABLE
LOCIN,INC,INTRACOASTAL
LOCIN,INE,NEIGHBORHOOD
LOCIN,INR,INFERIOR
LOCIN,INT,INTERIOR
LOCIN,IOC,OCEAN
LOCIN,IOS,OPEN SPACE
LOCIN,IOT,OUTSIDE CITY
LOCIN,IPA,PARK LAND
LOCIN,IPC,POOR ACCESS
LOCIN,IPD,POND
LOCIN,IPE,PERIMETER LOT
LOCIN,IPF,PARK FRONT
LOCIN,IPO,POOL
LOCIN,IPR,PRESERVE
LOCIN,IPS,POOR ACCESS
LOCIN,IPV,PRIVATE ROAD
LOCIN,IRA,RAVINE
LOCIN,IRC,RECREATIONAL
LOCIN,IRE,REAR
LOCIN,IRI,RIVER
LOCIN,IRL,IRREGULAR LOT
LOCIN,IRO,ROAD
LOCIN,IRS,RESTRICTIONS
LOCIN,IRU,RURAL
LOCIN,ISD,SOUND
LOCIN,ISL,SUBMERGED LAND
LOCIN,IST,STREET
LOCIN,ISU,SUBURBAN
LOCIN,ITH,TOWNHOUSE
LOCIN,ITL,TRI PLEX LOT
LOCIN,ITR,TRAFFIC
LOCIN,IUR,URBAN
LOCIN,IVA,VALLEY
LOCIN,IWA,WATER ACCESS
LOCIN,IWC,WATER/CUL-DE-SAC
LOCIN,IWE,WETLAND
LOCIN,IWF,WATERFRONT
LOCIN,IWL,WOODLAND
LOCIN,IWS,WATERFALLS
LOCIN,IWT,WATER
LOCIN,IWW,WOODLOT/WATERFRONT
LOCIN,IYA,APT/CONDO COMPLEX
LOCIN,IYB,BUSINESS CLUSTER
LOCIN,IYC,CENTRAL BUSINESS
LOCIN,IYD,COMMERCIAL/INDUSTRIAL
LOCIN,IYI,INDUSTRIAL SIZE
LOCIN,IYM,MAJOR STRIP
LOCIN,IYN,NEIGHBORHOOD / SPOT
LOCIN,IYP,PERM CENTRAL BUSINESS
LOCIN,IYS,SECONDARY BUS STRIP
LOCIN,IZL,ZERO LOT LINE
LOCIN,L01,TYPE UNKNOWN
LOCIN,LAE,UNIT ABUTS ELEVATOR
LOCIN,LAV,AVERAGE
LOCIN,LCH,CONDOMINIMUM HI-RISE
LOCIN,LCL,CONDOMINIMUM LO-RISE
LOCIN,LCO,CONDO
LOCIN,LCU,CORNER UNIT
LOCIN,LCV,CONDOMINIMUM VILLAS
LOCIN,LDU,DUPLEX
LOCIN,LEU,END UNIT
LOCIN,LEX,EXCELLENT
LOCIN,LFD,FIRE DAMAGE
LOCIN,LFU,FRONT UNIT
LOCIN,LGO,GOOD
LOCIN,LIN,INFERIOR
LOCIN,LIU,INTERIOR UNIT
LOCIN,LOC,OUTSIDE CITY
LOCIN,LPH,PENTHOUSE
LOCIN,LRC,RECREATIONAL
LOCIN,LRI,RIVER
LOCIN,LRU,REAR UNIT
LOCIN,LSP,SPLIT PLAN/MASTER
LOCIN,LSU,SUPERIOR
LOCIN,LTY,TYPICAL
LOCIN,LXU,EXTERIOR UNIT
LOCIN,SAC,APARTMENT/CONDO
LOCIN,SAP,APARTMENT
LOCIN,SBU,BUILDABLE
LOCIN,SCI,CITY
LOCIN,SCO,COMMERCIAL
LOCIN,SEC,SECONDARY
LOCIN,SFR,FRONT
LOCIN,SHS,HOMESITE
LOCIN,SIN,INDUSTRIAL
LOCIN,SIS,INSTITUTIONAL
LOCIN,SMH,MOBILE HOME
LOCIN,SNE,NEIGHBORHOOD
LOCIN,SPR,PRIMARY
LOCIN,SRE,RESIDUAL
LOCIN,SRH,REHABILITATION
LOCIN,SRO,ROAD
LOCIN,SRR,RESTAURANT
LOCIN,SRU,REAR UNIT
LOCIN,SSE,WAREHOUSE
LOCIN,SXC,EXCESS
LOCIN,V01,TYPE UNKNOWN
LOCIN,VAI,AIRPORT
LOCIN,VAV,AVERAGE
LOCIN,VBA,BAY
LOCIN,VBE,BEST
LOCIN,VBL,BLUFF
LOCIN,VBR,BETTER
LOCIN,VCA,CANAL
LOCIN,VCI,CITY
LOCIN,VCL,CREEK/LAKE
LOCIN,VCN,CANYON
LOCIN,VCP,MONSERVATION / PROTECTED AREA
LOCIN,VCV,CANYON/VALLEY
LOCIN,VEX,EXCELLENT
LOCIN,VFA,FAIR
LOCIN,VGC,GOLF COURSE
LOCIN,VGO,GOOD
LOCIN,VGP,GREENBELT/PARK
LOCIN,VGU,GULF
LOCIN,VHM,HILLS/MOUNTAINS
LOCIN,VHV,HILL/VALLEY
LOCIN,VIN,INFERIOR
LOCIN,VIS,INTERSTATE
LOCIN,VIT,INLAND WATERWAY
LOCIN,VIW,INTERCOASTAL WATERWAY
LOCIN,VLA,LAKE
LOCIN,VLG,LAGOON
LOCIN,VLP,LAKE/POND
LOCIN,VMN,MOUNTAIN
LOCIN,VMO,MOUNTAIN/OCEAN
LOCIN,VOB,OBSTRUCTED
LOCIN,VOC,OCEAN
LOCIN,VPA,PARK
LOCIN,VPD,POND
LOCIN,VPG,PARKING
LOCIN,VPI,PRIME
LOCIN,VPL,POOL
LOCIN,VPM,PREMIUM
LOCIN,VPR,POOR
LOCIN,VRC,RECREATIONAL
LOCIN,VRD,ROAD
LOCIN,VRR,RIVER
LOCIN,VSD,STANDARD
LOCIN,VSN,SUBURBAN
LOCIN,VSR,SUPERIOR
LOCIN,VST,STREET
LOCIN,VTY,TYPICAL
LOCIN,VWD,WOODLAND
LOCIN,VWR,WATER
LOCIN,VWV,WATER VIEW
LONGITUDE,},-0
LONGITUDE,J,-1
LONGITUDE,K,-2
LONGITUDE,L,-3
LONGITUDE,M,-4
LONGITUDE,N,-5
LONGITUDE,O,-6
LONGITUDE,P,-7
LONGITUDE,Q,-8
LONGITUDE,R,-9
LUSE,000,TYPE UNKNOWN
LUSE,100,RESIDENTIAL (NEC)
LUSE,102,TOWNHOUSE/ROWHOUSE
LUSE,103,APARTMENT/HOTEL
LUSE,106,APARTMENT
LUSE,109,CABIN
LUSE,111,COOPERATIVE
LUSE,112,CONDOMINIUM
LUSE,113,CONDOMINIUM PROJECT
LUSE,114,COMMON AREA
LUSE,115,DUPLEX
LUSE,116,MID RISE CONDO
LUSE,117,HIGH RISE CONDO
LUSE,118,FRAT/SORORITY HOUSE
LUSE,119,RESIDENCE HALL/DORMITORIES
LUSE,127,HOTEL
LUSE,130,RESORT HOTEL
LUSE,131,MULTI FAMILY 10 UNITS PLUS
LUSE,132,MULTI FAMILY 10 UNITS LESS
LUSE,133,MULTI FAMILY DWELLING
LUSE,134,MIXED COMPLEX
LUSE,135,MOBILE HOME LOT
LUSE,136,MOBILE HOME PARK
LUSE,137,MOBILE HOME
LUSE,138,MANUFACTURED HOME
LUSE,142,MOTEL
LUSE,148,PUD
LUSE,151,QUADRUPLEX
LUSE,155,GROUP QUARTERS
LUSE,156,ORPHANAGE
LUSE,157,NURSING HOME
LUSE,160,RURAL HOMESITE
LUSE,163,SFR
LUSE,164,TRANSIENT LODGING
LUSE,165,TRIPLEX
LUSE,167,TIME SHARE
LUSE,199,TIME SHARE CONDO
LUSE,200,COMMERCIAL (NEC)
LUSE,201,AIR RIGHTS
LUSE,202,MULTIPLE USES
LUSE,203,AUTO EQUIPMENT
LUSE,204,AUTO REPAIR
LUSE,205,AUTO SALES
LUSE,206,CONDOTEL
LUSE,207,SALVAGE IMPRV
LUSE,208,AUTO WRECKING
LUSE,209,BUSINESS PARK
LUSE,210,CARWASH
LUSE,211,COMMERCIAL BUILDING
LUSE,212,CEMETERY
LUSE,213,COMMERCIAL CONDOMINIUM
LUSE,214,CONVALESCENT HOSPITAL
LUSE,215,CONVENTION CENTER
LUSE,217,DEPARTMENT STORE
LUSE,218,FACILITIES
LUSE,220,STORE FRANCHISE
LUSE,221,FAST FOOD FRANCHISE
LUSE,222,FIN/INSURANCE/REAL ESTATE
LUSE,223,FINANCIAL BUILDING
LUSE,225,FUNERAL HOME
LUSE,226,GARAGE
LUSE,228,TYPE UNKNOWN
LUSE,229,GREENHOUSE
LUSE,230,HOSPITAL
LUSE,234,KENNEL
LUSE,235,ANIMAL HOSPITAL/VET
LUSE,236,LOFT BUILDING
LUSE,237,MEDICAL BUILDING
LUSE,238,MEDICAL CONDO
LUSE,239,LABORATORY
LUSE,240,LAUNDROMAT
LUSE,242,NIGHTCLUB
LUSE,243,BAR
LUSE,244,OFFICE BUILDING
LUSE,245,OFFICE & RESIDENTIAL
LUSE,246,OFFICE & SHOWROOM
LUSE,247,OFFICE CONDO
LUSE,248,CONVERTED RESIDENCE
LUSE,249,MISC IMPROVEMENTS
LUSE,250,PRE FABRICATED BLDG
LUSE,251,MISC BUILDING
LUSE,252,PARKING LOT
LUSE,255,PARKING STRUCTURE
LUSE,257,PRODUCE MARKET
LUSE,258,PUBLIC STORAGE
LUSE,261,RESTAURANT BUILDING
LUSE,262,RESTAURANT DRIVE IN
LUSE,266,SERVICE STATION
LUSE,268,SERVICE STATION/MARKET
LUSE,269,MISC COMMERCIAL SERVICES
LUSE,270,SHOPPING CENTER
LUSE,271,DEPARTMENT STORE
LUSE,273,STRIP COMMERCIAL CENTER
LUSE,276,APPAREL
LUSE,278,STORE BUILDING
LUSE,279,STORES & OFFICES
LUSE,281,STORES & RESIDENTIAL
LUSE,282,RETAIL TRADE
LUSE,283,SUPERMARKET
LUSE,284,FOOD STORES
LUSE,285,TAVERN
LUSE,286,WHOLESALE
LUSE,290,LEASED LAND/BLDG
LUSE,299,TYPE UNKNOWN
LUSE,300,INDUSTRIAL (NEC)
LUSE,301,COMMERCIAL/INDUSTRIAL
LUSE,302,BREWERY
LUSE,303,BULK PLANT
LUSE,304,CANNERY
LUSE,308,CHEMICAL
LUSE,309,TEXTILE/CLOTHES/CARPET INDUST
LUSE,310,PAPER & ALLIED INDUSTRY
LUSE,311,DUMP SITE
LUSE,312,DURABLE GOODS
LUSE,313,NON DURABLE GOODS
LUSE,315,GRAIN ELEVATOR
LUSE,316,FOOD PROCESSING
LUSE,318,GRAIN ELEVATOR
LUSE,320,HEAVY INDUSTRIAL
LUSE,321,INDUSTRIAL CONDOMINIUM
LUSE,322,INDUSTRIAL PARK
LUSE,323,INDUSTRIAL PLANT
LUSE,324,LIGHT INDUSTRIAL
LUSE,326,LUMBER YARD
LUSE,328,LUMBER MILL
LUSE,331,METAL PRODUCT
LUSE,333,MINERAL RIGHTS
LUSE,334,MINERAL PROCESSING
LUSE,336,MINI WAREHOUSE
LUSE,338,MULTI TENANT INDUSTRIAL
LUSE,342,PACKING
LUSE,344,PETROLEUM
LUSE,349,MINE/QUARRY
LUSE,350,PAPER & ALLIED INDUSTRY
LUSE,352,R&D FACILITY
LUSE,353,TECHNOLOGICAL INDUSTRY
LUSE,354,SHIPYARD
LUSE,356,STOCKYARD
LUSE,358,STORAGE
LUSE,361,STORAGE TANKS
LUSE,364,WAREHOUSE
LUSE,366,WINERY
LUSE,400,VACANT LAND (NEC)
LUSE,401,MARSHLAND
LUSE,410,BARREN LAND
LUSE,415,COMMERCIAL ACREAGE
LUSE,420,COMMERCIAL LOT
LUSE,421,COMMON LAND
LUSE,425,DESERT
LUSE,430,AGRICULTURAL LAND
LUSE,435,INDUSTRIAL ACREAGE
LUSE,440,INDUSTRIAL LOT
LUSE,445,MOUNTAINOUS LAND
LUSE,446,NATURAL RESOURCES
LUSE,450,MULTI FAMILY ACREAGE
LUSE,452,MULTI FAMILY LOT
LUSE,453,OPEN SPACE
LUSE,454,VACANT MOBILE HOME
LUSE,455,RECREATIONAL ACREAGE
LUSE,460,RESIDENTIAL ACREAGE
LUSE,465,RESIDENTIAL LOT
LUSE,472,GOLF COURSE
LUSE,480,WASTE LAND
LUSE,481,VACANT LMTD/NO DEV POTENTIAL
LUSE,490,WILDLIFE REFUGE
LUSE,500,AGRICULTURAL (NEC)
LUSE,501,LIVESTOCK
LUSE,502,NURSERY/HORTICULTURE
LUSE,505,AGRICULTURAL PLANT
LUSE,509,RANCH
LUSE,510,ANIMAL FARM
LUSE,511,FARMS
LUSE,512,AVOCADO GROVE
LUSE,514,CITRUS GROVE
LUSE,515,DAIRY FARM
LUSE,520,FALLOW LAND
LUSE,530,FIELD & SEED
LUSE,533,FISHERIES
LUSE,540,FOREST
LUSE,542,GREENBELT
LUSE,550,ORCHARD
LUSE,560,PASTURE
LUSE,562,POULTRY RANCH
LUSE,570,TRUCK CROPS
LUSE,575,VINEYARD
LUSE,600,PUBLIC (NEC)
LUSE,601,TAX EXEMPT
LUSE,602,STATE PROPERTY
LUSE,603,COUNTY PROPERTY
LUSE,604,MUNICIPAL PROPERTY
LUSE,605,POLICE/FIRE/CIVIL DEFENSE
LUSE,606,US POSTAL SERVICE
LUSE,607,EMBASSIES/CHANCERIES
LUSE,609,CORRECTIONAL FACILITY
LUSE,610,COMMUNITY CENTER
LUSE,611,HISTORICAL DISTRICT
LUSE,614,FEDERAL PROPERTY
LUSE,615,FEDERAL BUILDING
LUSE,618,NATIVE AMERICAN PROPERTY
LUSE,620,ART
LUSE,630,MILITARY BUILDING
LUSE,640,POSSESSORY INTEREST
LUSE,641,TAX ABATEMENT
LUSE,642,ENTERPRISE ZONE
LUSE,650,SCHOOL
LUSE,652,NURSERY SCHOOL
LUSE,654,HIGH SCHOOL
LUSE,655,PRIVATE SCHOOL
LUSE,656,VOCATIONAL/TRADE SCHOOL
LUSE,658,VOCATIONAL/TRADE SCHOOL
LUSE,660,EDUCATIONAL SERVICE
LUSE,664,SEC EDUCATIONAL SCHOOL
LUSE,665,PUBLIC SCHOOL
LUSE,670,PUBLIC SERVICE
LUSE,671,CHARITABLE ORGANIZATION
LUSE,675,RELIGIOUS
LUSE,680,UNIVERSITY
LUSE,684,RADIO FACILITY
LUSE,690,NATURE FACILITY
LUSE,699,ZOO
LUSE,700,RECREATIONAL (NEC)
LUSE,701,CASINO
LUSE,703,AMPHITHEATRE
LUSE,706,AMUSEMENT ARCADE
LUSE,709,AMUSEMENT PARK
LUSE,712,AUDITORIUM
LUSE,714,FOREST
LUSE,721,BOWLING ALLEY
LUSE,724,BILLIARD HALL
LUSE,725,CLUB
LUSE,727,COUNTRY CLUB
LUSE,728,HEALTH CLUB
LUSE,733,DANCE HALL
LUSE,742,GOLF COURSE
LUSE,745,GOLF RANGE
LUSE,750,GYMNASIUM
LUSE,752,PARK
LUSE,754,LAKE/RIVER/BEACH
LUSE,755,MARINA FACILITY
LUSE,757,PARK
LUSE,766,RACE TRACK
LUSE,769,RACQUET COURT
LUSE,770,TENNIS CLUB
LUSE,775,RV PARK
LUSE,780,SKATING RINK
LUSE,784,STADIUM
LUSE,787,STABLE
LUSE,790,SWIMMING POOL
LUSE,795,DRIVE IN THEATER
LUSE,796,THEATER
LUSE,797,TOURIST ATTRACTION/EXHIBITS
LUSE,798,LIBRARY/MUSEUM
LUSE,800,TRANSPORT (NEC)
LUSE,801,COMMUNICATION FACILITY
LUSE,806,AIRCRAFT FACILITY
LUSE,808,AIRPORT
LUSE,818,ELECTRICAL FACILITY
LUSE,830,GAS PRODUCTION
LUSE,839,MARINE FACILITY
LUSE,850,PORT/HARBOR
LUSE,860,RAILROAD FACILITY
LUSE,863,RECORDING STUDIO
LUSE,864,RADIO FACILITY
LUSE,867,EASEMENT
LUSE,872,TELEPHONE FACILITY
LUSE,875,TV FACILITY
LUSE,877,TRANSPORT FACILITY
LUSE,879,TRUCK TERMINAL
LUSE,880,UTILITIES
LUSE,883,WASTE DISPOSAL
LUSE,885,WELL/WATER
LUSE,886,WELL/GAS/OIL
LUSE,887,EASEMENT
LUSE,888,UTILITIES
LUSE,899,WELL/GAS/OIL
LUSE,998,REAL PROPERTY (NEC)
LUSE,999,MISCELLANEOUS
MODES,AC,ARCADE
MODES,AL,ALY
MODES,ALLEE,ALY
MODES,ALLEY,ALY
MODES,ALLY,ALY
MODES,ALY,ALY
MODES,ANEX,ANX
MODES,ANNEX,ANX
MODES,ANNX,ANX
MODES,ANX,ANX
MODES,AR,ARCADE
MODES,ARC,ARC
MODES,ARCADE,ARC
MODES,AUE,AVE
MODES,AV,AVE
MODES,AVAE,AVE
MODES,AVE,AVE
MODES,AVEAV,AVE
MODES,AVEN,AVE
MODES,AVENU,AVE
MODES,AVENUE,AVE
MODES,AVENVE,AVE
MODES,AVERD,AVE
MODES,AVEUE,AVE
MODES,AVEW,AVE
MODES,AVN,AVE
MODES,AVNU,AVE
MODES,AVNUE,AVE
MODES,BAYOO,BYU
MODES,BAYOU,BYU
MODES,BCH,BCH
MODES,BD,BLVD
MODES,BEACH,BCH
MODES,BEND,BND
MODES,BG,BG
MODES,BL,BLVD
MODES,BLF,BLF
MODES,BLUF,BLF
MODES,BLUFF,BLF
MODES,BLUFFS,BLFS
MODES,BLV,BLVD
MODES,BLVD,BLVD
MODES,BLVE,BLVD
MODES,BLVRD,BLVD
MODES,BND,BND
MODES,BOT,BTM
MODES,BOTM,BTM
MODES,BOTTM,BTM
MODES,BOTTOM,BTM
MODES,BOUL,BLVD
MODES,BOULEVARD,BLVD
MODES,BOULV,BLVD
MODES,BPS,BYP
MODES,BPSS,BYP
MODES,BR,BR
MODES,BRANCH,BR
MODES,BRCH,BR
MODES,BRDG,BRG
MODES,BRDGE,BRG
MODES,BRG,BRG
MODES,BRIDG,BRG
MODES,BRIDGE,BRG
MODES,BRK,BRK
MODES,BRNCH,BR
MODES,BROK,BRK
MODES,BROOK,BRK
MODES,BROOKS,BRKS
MODES,BTM,BTM
MODES,BULEVARD,BLVD
MODES,BURG,BG
MODES,BURGS,BGS
MODES,BV,BLVD
MODES,BVD,BLVD
MODES,BY,BYP
MODES,BYBS,BYP
MODES,BYP,BYP
MODES,BYPA,BYP
MODES,BYPAS,BYP
MODES,BYPASS,BYP
MODES,BYPS,BYP
MODES,BYPSS,BYP
MODES,BYU,BYU
MODES,BYWAY,BYWY
MODES,CAMP,CP
MODES,CANYN,CYN
MODES,CANYON,CYN
MODES,CAPE,CPE
MODES,CAUSEWAY,CSWY
MODES,CAUSWAY,CSWY
MODES,CEN,CTR
MODES,CENT,CTR
MODES,CENTER,CTR
MODES,CENTERS,CTRS
MODES,CENTR,CTR
MODES,CENTRE,CTR
MODES,CI,CIR
MODES,CICLE,CIR
MODES,CIR,CIR
MODES,CIRC,CIR
MODES,CIRCL,CIR
MODES,CIRCLE,CIR
MODES,CIRCLES,CIRS
MODES,CK,CRK
MODES,CL,CIR
MODES,CLB,CLB
MODES,CLF,CLF
MODES,CLFFS,CLFS
MODES,CLFS,CLFS
MODES,CLIFF,CLF
MODES,CLIFFS,CLFS
MODES,CLUB,CLB
MODES,CMP,CP
MODES,CNTER,CTR
MODES,CNTR,CTR
MODES,CNYN,CYN
MODES,COMMON,CMN
MODES,COR,COR
MODES,CORNER,COR
MODES,CORNERS,CORS
MODES,CORNR,COR
MODES,CORNRS,CORS
MODES,CORS,CORS
MODES,CORT,CT
MODES,COURSE,CRSE
MODES,COURT,CT
MODES,COURTS,CTS
MODES,COV,CV
MODES,COVE,CV
MODES,COVES,CVS
MODES,CP,CP
MODES,CPE,CPE
MODES,CR,CIR
MODES,CRC,CRES
MODES,CRCL,CIR
MODES,CRCLE,CIR
MODES,CRCNT,CRES
MODES,CRCT,CRES
MODES,CRECENT,CRES
MODES,CREEK,CRK
MODES,CRES,CRES
MODES,CRESC,CRES
MODES,CRESCEN,CRES
MODES,CRESCENT,CRES
MODES,CRESCNT,CRES
MODES,CRESCT,CRES
MODES,CRESENT,CRES
MODES,CRESNT,CRESCENT
MODES,CREST,CRST
MODES,CRICLE,CIR
MODES,CRK,CRK
MODES,CRL,CIR
MODES,CROSS,CROSSING
MODES,CROSSING,XING
MODES,CROSSINGS,XING
MODES,CROSSNG,
MODES,CROSSROAD,XRD
MODES,CRS,CRES
MODES,CRSC,CRES
MODES,CRSCNT,CRES
MODES,CRSE,CRSE
MODES,CRSENT,CRES
MODES,CRSG,XING
MODES,CRSNG,XING
MODES,CRSNT,CRES
MODES,CRSSING,XING
MODES,CRSSNG,XING
MODES,CRST,CRES
MODES,CRT,CT
MODES,CRTS,CT
MODES,CST,CRES
MODES,CSWAY,CSWY
MODES,CSWY,CSWY
MODES,CT,CT
MODES,CTR,CTR
MODES,CTS,CTS
MODES,CUR,CURV
MODES,CURV,CURV
MODES,CURVE,CURV
MODES,CV,CV
MODES,CVE,CV
MODES,CWAY,CSWY
MODES,CWY,CSWY
MODES,CY,CYN
MODES,CYN,CYN
MODES,DALE,DL
MODES,DAM,DM
MODES,DIV,DV
MODES,DIVIDE,DV
MODES,DL,DL
MODES,DLE,DL
MODES,DM,DM
MODES,DR,DR
MODES,DRI,DR
MODES,DRIV,DR
MODES,DRIVE,DR
MODES,DRIVES,DRS
MODES,DRV,DR
MODES,DRVE,DR
MODES,DV,DV
MODES,DVD,DV
MODES,EST,EST
MODES,ESTATE,EST
MODES,ESTATES,ESTS
MODES,ESTS,ESTS
MODES,ESTTS,ESTS
MODES,EW,EXPY
MODES,EX,EXT
MODES,EXNS,EXT
MODES,EXP,EXPY
MODES,EXPR,EXPY
MODES,EXPRESS,EXPY
MODES,EXPRESSWAY,EXPY
MODES,EXPRESSWY,EXPRESSWAY
MODES,EXPRSWY,EXPY
MODES,EXPRWAY,EXPRESSWAY
MODES,EXPRWY,EXPY
MODES,EXPSWY,EXPY
MODES,EXPSY,EXPY
MODES,EXPW,EXPY
MODES,EXPWAY,EXPY
MODES,EXPWY,EXPY
MODES,EXPY,EXPY
MODES,EXT,EXT
MODES,EXTEN,EXTENSION
MODES,EXTENDED,EXT
MODES,EXTENSION,EXT
MODES,EXTENSIONS,EXTS
MODES,EXTN,EXT
MODES,EXTND,EXT
MODES,EXTNSN,EXT
MODES,EXTS,EXTS
MODES,EXTSN,EXT
MODES,EXWY,EXPY
MODES,EXY,EXPY
MODES,FALL,FALL
MODES,FALLS,FLS
MODES,FERRY,FRY
MODES,FIELD,FLD
MODES,FIELDS,FLDS
MODES,FK,FRK
MODES,FKS,FRKS
MODES,FLAT,FLT
MODES,FLATS,FLTS
MODES,FLD,FLD
MODES,FLDS,FLDS
MODES,FLL,FALL
MODES,FLLS,FLS
MODES,FLS,FLS
MODES,FLT,FLT
MODES,FLTS,FLTS
MODES,FOR,FRD
MODES,FORD,FRD
MODES,FORDS,FRDS
MODES,FOREST,FRST
MODES,FORESTS,FRST
MODES,FORG,FRG
MODES,FORGE,FRG
MODES,FORGES,FRGS
MODES,FORK,FRK
MODES,FORKS,FRKS
MODES,FORS,FRST
MODES,FORST,FRST
MODES,FORT,FT
MODES,FORTE,FT
MODES,FRD,FRD
MODES,FREEWAY,FWY
MODES,FREEWY,FWY
MODES,FREWAY,FRWY
MODES,FRG,FRG
MODES,FRGE,FRG
MODES,FRK,FRK
MODES,FRKS,FRKS
MODES,FRRY,FRY
MODES,FRST,FRST
MODES,FRT,FT
MODES,FRW,FRWY
MODES,FRWAY,FWY
MODES,FRWY,FWY
MODES,FRY,FRY
MODES,FT,FT
MODES,FW,FRWY
MODES,FWY,FWY
MODES,FY,FWY
MODES,GARDEN,GDN
MODES,GARDENS,GDNS
MODES,GARDN,GDN
MODES,GARDNS,GDNS
MODES,GATEWAY,GTWY
MODES,GATEWY,GTWY
MODES,GATWAY,GTWY
MODES,GDN,GDN
MODES,GDNS,GDNS
MODES,GLEN,GLN
MODES,GLENS,GLNS
MODES,GLN,GLN
MODES,GRDEN,GDN
MODES,GRDN,GDN
MODES,GRDNS,GDNS
MODES,GREEN,GRN
MODES,GREENS,GRNS
MODES,GREN,GRN
MODES,GRN,GRN
MODES,GROV,GRV
MODES,GROVE,GRV
MODES,GROVES,GRVS
MODES,GRV,GRV
MODES,GRVE,GRV
MODES,GRVS,GRV
MODES,GT,GTWY
MODES,GTWAY,GTWY
MODES,GTWY,GTWY
